"global_step","MountainCarContinuous-v0_mpc_s4_1754939755 - _step","MountainCarContinuous-v0_mpc_s4_1754939755 - _step__MIN","MountainCarContinuous-v0_mpc_s4_1754939755 - _step__MAX","MountainCarContinuous-v0_mpc_s4_1754939755 - perf/planning_time_per_step","MountainCarContinuous-v0_mpc_s4_1754939755 - perf/planning_time_per_step__MIN","MountainCarContinuous-v0_mpc_s4_1754939755 - perf/planning_time_per_step__MAX","MountainCarContinuous-v0_mpc_s9_1754939128 - _step","MountainCarContinuous-v0_mpc_s9_1754939128 - _step__MIN","MountainCarContinuous-v0_mpc_s9_1754939128 - _step__MAX","MountainCarContinuous-v0_mpc_s9_1754939128 - perf/planning_time_per_step","MountainCarContinuous-v0_mpc_s9_1754939128 - perf/planning_time_per_step__MIN","MountainCarContinuous-v0_mpc_s9_1754939128 - perf/planning_time_per_step__MAX","MountainCarContinuous-v0_mpc_s8_1754938677 - _step","MountainCarContinuous-v0_mpc_s8_1754938677 - _step__MIN","MountainCarContinuous-v0_mpc_s8_1754938677 - _step__MAX","MountainCarContinuous-v0_mpc_s8_1754938677 - perf/planning_time_per_step","MountainCarContinuous-v0_mpc_s8_1754938677 - perf/planning_time_per_step__MIN","MountainCarContinuous-v0_mpc_s8_1754938677 - perf/planning_time_per_step__MAX","MountainCarContinuous-v0_mpc_s7_1754938137 - _step","MountainCarContinuous-v0_mpc_s7_1754938137 - _step__MIN","MountainCarContinuous-v0_mpc_s7_1754938137 - _step__MAX","MountainCarContinuous-v0_mpc_s7_1754938137 - perf/planning_time_per_step","MountainCarContinuous-v0_mpc_s7_1754938137 - perf/planning_time_per_step__MIN","MountainCarContinuous-v0_mpc_s7_1754938137 - perf/planning_time_per_step__MAX","MountainCarContinuous-v0_mpc_s6_1754937590 - _step","MountainCarContinuous-v0_mpc_s6_1754937590 - _step__MIN","MountainCarContinuous-v0_mpc_s6_1754937590 - _step__MAX","MountainCarContinuous-v0_mpc_s6_1754937590 - perf/planning_time_per_step","MountainCarContinuous-v0_mpc_s6_1754937590 - perf/planning_time_per_step__MIN","MountainCarContinuous-v0_mpc_s6_1754937590 - perf/planning_time_per_step__MAX","MountainCarContinuous-v0_mpc_s5_1754937070 - _step","MountainCarContinuous-v0_mpc_s5_1754937070 - _step__MIN","MountainCarContinuous-v0_mpc_s5_1754937070 - _step__MAX","MountainCarContinuous-v0_mpc_s5_1754937070 - perf/planning_time_per_step","MountainCarContinuous-v0_mpc_s5_1754937070 - perf/planning_time_per_step__MIN","MountainCarContinuous-v0_mpc_s5_1754937070 - perf/planning_time_per_step__MAX","MountainCarContinuous-v0_mpc_s3_1754933676 - _step","MountainCarContinuous-v0_mpc_s3_1754933676 - _step__MIN","MountainCarContinuous-v0_mpc_s3_1754933676 - _step__MAX","MountainCarContinuous-v0_mpc_s3_1754933676 - perf/planning_time_per_step","MountainCarContinuous-v0_mpc_s3_1754933676 - perf/planning_time_per_step__MIN","MountainCarContinuous-v0_mpc_s3_1754933676 - perf/planning_time_per_step__MAX","MountainCarContinuous-v0_mpc_s2_1754933238 - _step","MountainCarContinuous-v0_mpc_s2_1754933238 - _step__MIN","MountainCarContinuous-v0_mpc_s2_1754933238 - _step__MAX","MountainCarContinuous-v0_mpc_s2_1754933238 - perf/planning_time_per_step","MountainCarContinuous-v0_mpc_s2_1754933238 - perf/planning_time_per_step__MIN","MountainCarContinuous-v0_mpc_s2_1754933238 - perf/planning_time_per_step__MAX","MountainCarContinuous-v0_mpc_s1_1754932711 - _step","MountainCarContinuous-v0_mpc_s1_1754932711 - _step__MIN","MountainCarContinuous-v0_mpc_s1_1754932711 - _step__MAX","MountainCarContinuous-v0_mpc_s1_1754932711 - perf/planning_time_per_step","MountainCarContinuous-v0_mpc_s1_1754932711 - perf/planning_time_per_step__MIN","MountainCarContinuous-v0_mpc_s1_1754932711 - perf/planning_time_per_step__MAX","MountainCarContinuous-v0_mpc_s0_1754932117 - _step","MountainCarContinuous-v0_mpc_s0_1754932117 - _step__MIN","MountainCarContinuous-v0_mpc_s0_1754932117 - _step__MAX","MountainCarContinuous-v0_mpc_s0_1754932117 - perf/planning_time_per_step","MountainCarContinuous-v0_mpc_s0_1754932117 - perf/planning_time_per_step__MIN","MountainCarContinuous-v0_mpc_s0_1754932117 - perf/planning_time_per_step__MAX"
"6150","862","862","862","0.0040575042","0.0040575042","0.0040575042","862","862","862","0.0041354625","0.0041354625","0.0041354625","862","862","862","0.0054386305","0.0054386305","0.0054386305","862","862","862","0.004280738","0.004280738","0.004280738","862","862","862","0.0041801147","0.0041801147","0.0041801147","862","862","862","0.004218027","0.004218027","0.004218027","862","862","862","0.004211497","0.004211497","0.004211497","862","862","862","0.004317527","0.004317527","0.004317527","862","862","862","0.0041719987","0.0041719987","0.0041719987","862","862","862","0.0046806308","0.0046806308","0.0046806308"
"6200","871","871","871","0.0041120006","0.0041120006","0.0041120006","871","871","871","0.0041274372","0.0041274372","0.0041274372","871","871","871","0.0042299707","0.0042299707","0.0042299707","871","871","871","0.004168268","0.004168268","0.004168268","871","871","871","0.0056177643","0.0056177643","0.0056177643","871","871","871","0.0041961907","0.0041961907","0.0041961907","871","871","871","0.0041632657","0.0041632657","0.0041632657","871","871","871","0.0042746225","0.0042746225","0.0042746225","871","871","871","0.0041337945","0.0041337945","0.0041337945","871","871","871","0.00413495","0.00413495","0.00413495"
"6250","881","881","881","0.0040305047","0.0040305047","0.0040305047","881","881","881","0.00542464","0.00542464","0.00542464","881","881","881","0.0042034667","0.0042034667","0.0042034667","881","881","881","0.00422028","0.00422028","0.00422028","881","881","881","0.005475513","0.005475513","0.005475513","881","881","881","0.004150922","0.004150922","0.004150922","881","881","881","0.0042315107","0.0042315107","0.0042315107","881","881","881","0.0041806004","0.0041806004","0.0041806004","881","881","881","0.004157595","0.004157595","0.004157595","881","881","881","0.0042911987","0.0042911987","0.0042911987"
"6300","890","890","890","0.0040807137","0.0040807137","0.0040807137","890","890","890","0.0043547107","0.0043547107","0.0043547107","890","890","890","0.0041788816","0.0041788816","0.0041788816","890","890","890","0.004212511","0.004212511","0.004212511","890","890","890","0.004320487","0.004320487","0.004320487","890","890","890","0.0041416776","0.0041416776","0.0041416776","890","890","890","0.004643157","0.004643157","0.004643157","890","890","890","0.0041561606","0.0041561606","0.0041561606","890","890","890","0.004140597","0.004140597","0.004140597","890","890","890","0.004256424","0.004256424","0.004256424"
"6350","899","899","899","0.0040715705","0.0040715705","0.0040715705","899","899","899","0.0041411067","0.0041411067","0.0041411067","899","899","899","0.0042274455","0.0042274455","0.0042274455","899","899","899","0.00430251","0.00430251","0.00430251","899","899","899","0.004236222","0.004236222","0.004236222","899","899","899","0.004270874","0.004270874","0.004270874","899","899","899","0.0041159466","0.0041159466","0.0041159466","899","899","899","0.0041264473","0.0041264473","0.0041264473","899","899","899","0.004085694","0.004085694","0.004085694","899","899","899","0.0042429087","0.0042429087","0.0042429087"
"6400","908","908","908","0.0040303","0.0040303","0.0040303","908","908","908","0.00415245","0.00415245","0.00415245","908","908","908","0.0042368816","0.0042368816","0.0042368816","908","908","908","0.0041975095","0.0041975095","0.0041975095","908","908","908","0.0041657733","0.0041657733","0.0041657733","908","908","908","0.0041465703","0.0041465703","0.0041465703","908","908","908","0.004101291","0.004101291","0.004101291","908","908","908","0.004141786","0.004141786","0.004141786","908","908","908","0.0040600793","0.0040600793","0.0040600793","908","908","908","0.0042386213","0.0042386213","0.0042386213"
"6450","918","918","918","0.004013902","0.004013902","0.004013902","918","918","918","0.004262951","0.004262951","0.004262951","918","918","918","0.004251252","0.004251252","0.004251252","918","918","918","0.0041727396","0.0041727396","0.0041727396","918","918","918","0.004199161","0.004199161","0.004199161","918","918","918","0.005449069","0.005449069","0.005449069","918","918","918","0.004367855","0.004367855","0.004367855","918","918","918","0.0041508456","0.0041508456","0.0041508456","918","918","918","0.004058584","0.004058584","0.004058584","918","918","918","0.0041748066","0.0041748066","0.0041748066"
"6500","927","927","927","0.0040792315","0.0040792315","0.0040792315","927","927","927","0.004174799","0.004174799","0.004174799","927","927","927","0.00423949","0.00423949","0.00423949","927","927","927","0.004190821","0.004190821","0.004190821","927","927","927","0.004211498","0.004211498","0.004211498","927","927","927","0.0045171236","0.0045171236","0.0045171236","927","927","927","0.004349885","0.004349885","0.004349885","927","927","927","0.0041320487","0.0041320487","0.0041320487","927","927","927","0.004111234","0.004111234","0.004111234","927","927","927","0.0047780583","0.0047780583","0.0047780583"
"6550","936","936","936","0.0040760725","0.0040760725","0.0040760725","936","936","936","0.004148854","0.004148854","0.004148854","936","936","936","0.004171807","0.004171807","0.004171807","936","936","936","0.0041736485","0.0041736485","0.0041736485","936","936","936","0.0047239712","0.0047239712","0.0047239712","936","936","936","0.0043710764","0.0043710764","0.0043710764","936","936","936","0.0041581457","0.0041581457","0.0041581457","936","936","936","0.0041431487","0.0041431487","0.0041431487","936","936","936","0.004076293","0.004076293","0.004076293","936","936","936","0.0041915295","0.0041915295","0.0041915295"
"6600","945","945","945","0.004082496","0.004082496","0.004082496","945","945","945","0.004303334","0.004303334","0.004303334","945","945","945","0.0041899155","0.0041899155","0.0041899155","945","945","945","0.004152505","0.004152505","0.004152505","945","945","945","0.004197345","0.004197345","0.004197345","945","945","945","0.0043289643","0.0043289643","0.0043289643","945","945","945","0.004147944","0.004147944","0.004147944","945","945","945","0.0041205008","0.0041205008","0.0041205008","945","945","945","0.004115936","0.004115936","0.004115936","945","945","945","0.004162983","0.004162983","0.004162983"
"6650","955","955","955","0.004094366","0.004094366","0.004094366","955","955","955","0.0046429425","0.0046429425","0.0046429425","955","955","955","0.004190537","0.004190537","0.004190537","955","955","955","0.005149304","0.005149304","0.005149304","955","955","955","0.004216501","0.004216501","0.004216501","955","955","955","0.0042559253","0.0042559253","0.0042559253","955","955","955","0.004218343","0.004218343","0.004218343","955","955","955","0.005201794","0.005201794","0.005201794","955","955","955","0.004106956","0.004106956","0.004106956","955","955","955","0.0041482663","0.0041482663","0.0041482663"
"6700","964","964","964","0.0040892134","0.0040892134","0.0040892134","964","964","964","0.004324667","0.004324667","0.004324667","964","964","964","0.0041946154","0.0041946154","0.0041946154","964","964","964","0.005294263","0.005294263","0.005294263","964","964","964","0.004417874","0.004417874","0.004417874","964","964","964","0.0042677275","0.0042677275","0.0042677275","964","964","964","0.0043252343","0.0043252343","0.0043252343","964","964","964","0.0042186524","0.0042186524","0.0042186524","964","964","964","0.004199197","0.004199197","0.004199197","964","964","964","0.004129378","0.004129378","0.004129378"
"6750","973","973","973","0.0040655327","0.0040655327","0.0040655327","973","973","973","0.0041541215","0.0041541215","0.0041541215","973","973","973","0.005440201","0.005440201","0.005440201","973","973","973","0.005677258","0.005677258","0.005677258","973","973","973","0.0043935375","0.0043935375","0.0043935375","973","973","973","0.004578189","0.004578189","0.004578189","973","973","973","0.0042366674","0.0042366674","0.0042366674","973","973","973","0.004158434","0.004158434","0.004158434","973","973","973","0.004121818","0.004121818","0.004121818","973","973","973","0.004144244","0.004144244","0.004144244"
"6800","982","982","982","0.004082025","0.004082025","0.004082025","982","982","982","0.004162682","0.004162682","0.004162682","982","982","982","0.005425292","0.005425292","0.005425292","982","982","982","0.004137811","0.004137811","0.004137811","982","982","982","0.0055340827","0.0055340827","0.0055340827","982","982","982","0.004765981","0.004765981","0.004765981","982","982","982","0.0040950337","0.0040950337","0.0040950337","982","982","982","0.0041590277","0.0041590277","0.0041590277","982","982","982","0.0041470053","0.0041470053","0.0041470053","982","982","982","0.004129838","0.004129838","0.004129838"
"6850","992","992","992","0.0040883543","0.0040883543","0.0040883543","992","992","992","0.004176517","0.004176517","0.004176517","992","992","992","0.0041178176","0.0041178176","0.0041178176","992","992","992","0.0041094474","0.0041094474","0.0041094474","992","992","992","0.004198547","0.004198547","0.004198547","992","992","992","0.0043778266","0.0043778266","0.0043778266","992","992","992","0.0041239667","0.0041239667","0.0041239667","992","992","992","0.004100889","0.004100889","0.004100889","992","992","992","0.0041798824","0.0041798824","0.0041798824","993","993","993","0.004134038","0.004134038","0.004134038"
"6900","1001","1001","1001","0.0040171905","0.0040171905","0.0040171905","1001","1001","1001","0.004225323","0.004225323","0.004225323","1001","1001","1001","0.0041060094","0.0041060094","0.0041060094","1001","1001","1001","0.004128734","0.004128734","0.004128734","1001","1001","1001","0.004384739","0.004384739","0.004384739","1001","1001","1001","0.004259029","0.004259029","0.004259029","1001","1001","1001","0.004324073","0.004324073","0.004324073","1001","1001","1001","0.0041983277","0.0041983277","0.0041983277","1001","1001","1001","0.0042647603","0.0042647603","0.0042647603","1002","1002","1002","0.004154163","0.004154163","0.004154163"
"6950","1010","1010","1010","0.0039949454","0.0039949454","0.0039949454","1010","1010","1010","0.004384905","0.004384905","0.004384905","1010","1010","1010","0.0041714697","0.0041714697","0.0041714697","1010","1010","1010","0.004152197","0.004152197","0.004152197","1010","1010","1010","0.004718831","0.004718831","0.004718831","1011","1011","1011","0.004330368","0.004330368","0.004330368","1010","1010","1010","0.0041035935","0.0041035935","0.0041035935","1010","1010","1010","0.004137586","0.004137586","0.004137586","1010","1010","1010","0.004145695","0.004145695","0.004145695","1011","1011","1011","0.004178617","0.004178617","0.004178617"
"7000","1019","1019","1019","0.0039842334","0.0039842334","0.0039842334","1019","1019","1019","0.004162253","0.004162253","0.004162253","1019","1019","1019","0.0051864623","0.0051864623","0.0051864623","1019","1019","1019","0.0041793208","0.0041793208","0.0041793208","1019","1019","1019","0.0042921323","0.0042921323","0.0042921323","1020","1020","1020","0.004198905","0.004198905","0.004198905","1019","1019","1019","0.004204045","0.004204045","0.004204045","1019","1019","1019","0.0041494155","0.0041494155","0.0041494155","1019","1019","1019","0.004222709","0.004222709","0.004222709","1020","1020","1020","0.0041369023","0.0041369023","0.0041369023"
"7001","1028","1028","1028","0.0039951326","0.0039951326","0.0039951326","1028","1028","1028","0.0041836784","0.0041836784","0.0041836784","1028","1028","1028","0.0052215373","0.0052215373","0.0052215373","1028","1028","1028","0.0042003253","0.0042003253","0.0042003253","1028","1028","1028","0.00429596","0.00429596","0.00429596","1028","1028","1028","0.004208029","0.004208029","0.004208029","1028","1028","1028","0.004216525","0.004216525","0.004216525","1028","1028","1028","0.004166955","0.004166955","0.004166955","1028","1028","1028","0.004232793","0.004232793","0.004232793","1028","1028","1028","0.004146669","0.004146669","0.004146669"
"7050","1037","1037","1037","0.004057906","0.004057906","0.004057906","1037","1037","1037","0.0043018204","0.0043018204","0.0043018204","1037","1037","1037","0.0041357377","0.0041357377","0.0041357377","1037","1037","1037","0.004188897","0.004188897","0.004188897","1037","1037","1037","0.004268994","0.004268994","0.004268994","1037","1037","1037","0.0040934472","0.0040934472","0.0040934472","1037","1037","1037","0.004173297","0.004173297","0.004173297","1037","1037","1037","0.004211042","0.004211042","0.004211042","1037","1037","1037","0.0049249213","0.0049249213","0.0049249213","1037","1037","1037","0.004147505","0.004147505","0.004147505"
"7100","1046","1046","1046","0.004050891","0.004050891","0.004050891","1046","1046","1046","0.004147862","0.004147862","0.004147862","1046","1046","1046","0.004105414","0.004105414","0.004105414","1046","1046","1046","0.004189772","0.004189772","0.004189772","1046","1046","1046","0.0041867294","0.0041867294","0.0041867294","1046","1046","1046","0.004164267","0.004164267","0.004164267","1046","1046","1046","0.0043170177","0.0043170177","0.0043170177","1046","1046","1046","0.0041914834","0.0041914834","0.0041914834","1046","1046","1046","0.0041371863","0.0041371863","0.0041371863","1046","1046","1046","0.0043413457","0.0043413457","0.0043413457"
"7150","1055","1055","1055","0.004038599","0.004038599","0.004038599","1055","1055","1055","0.0042179623","0.0042179623","0.0042179623","1055","1055","1055","0.0054204897","0.0054204897","0.0054204897","1055","1055","1055","0.004243196","0.004243196","0.004243196","1055","1055","1055","0.0042742677","0.0042742677","0.0042742677","1055","1055","1055","0.00407353","0.00407353","0.00407353","1055","1055","1055","0.0041498304","0.0041498304","0.0041498304","1055","1055","1055","0.0042422977","0.0042422977","0.0042422977","1055","1055","1055","0.004231897","0.004231897","0.004231897","1055","1055","1055","0.004199349","0.004199349","0.004199349"
"7200","1064","1064","1064","0.0040953355","0.0040953355","0.0040953355","1064","1064","1064","0.005542412","0.005542412","0.005542412","1064","1064","1064","0.0041371835","0.0041371835","0.0041371835","1064","1064","1064","0.0043017347","0.0043017347","0.0043017347","1064","1064","1064","0.0054078754","0.0054078754","0.0054078754","1064","1064","1064","0.004074774","0.004074774","0.004074774","1064","1064","1064","0.0041652764","0.0041652764","0.0041652764","1064","1064","1064","0.0041431347","0.0041431347","0.0041431347","1064","1064","1064","0.004162722","0.004162722","0.004162722","1064","1064","1064","0.004125483","0.004125483","0.004125483"
"7250","1074","1074","1074","0.0040538055","0.0040538055","0.0040538055","1074","1074","1074","0.0055931504","0.0055931504","0.0055931504","1074","1074","1074","0.0041128406","0.0041128406","0.0041128406","1074","1074","1074","0.0041887593","0.0041887593","0.0041887593","1074","1074","1074","0.0055223466","0.0055223466","0.0055223466","1074","1074","1074","0.0040857703","0.0040857703","0.0040857703","1074","1074","1074","0.0041562733","0.0041562733","0.0041562733","1074","1074","1074","0.0042365356","0.0042365356","0.0042365356","1074","1074","1074","0.004133386","0.004133386","0.004133386","1074","1074","1074","0.0041146637","0.0041146637","0.0041146637"
"7300","1083","1083","1083","0.004069206","0.004069206","0.004069206","1083","1083","1083","0.004355622","0.004355622","0.004355622","1083","1083","1083","0.0041273483","0.0041273483","0.0041273483","1083","1083","1083","0.0041621057","0.0041621057","0.0041621057","1083","1083","1083","0.004206167","0.004206167","0.004206167","1083","1083","1083","0.00417238","0.00417238","0.00417238","1083","1083","1083","0.004155675","0.004155675","0.004155675","1083","1083","1083","0.004132722","0.004132722","0.004132722","1083","1083","1083","0.0041191014","0.0041191014","0.0041191014","1083","1083","1083","0.004167624","0.004167624","0.004167624"
"7350","1092","1092","1092","0.004102235","0.004102235","0.004102235","1092","1092","1092","0.0042153397","0.0042153397","0.0042153397","1092","1092","1092","0.004105817","0.004105817","0.004105817","1092","1092","1092","0.0042060073","0.0042060073","0.0042060073","1092","1092","1092","0.0042276285","0.0042276285","0.0042276285","1092","1092","1092","0.0042318255","0.0042318255","0.0042318255","1092","1092","1092","0.004149992","0.004149992","0.004149992","1092","1092","1092","0.0043555913","0.0043555913","0.0043555913","1092","1092","1092","0.0041228035","0.0041228035","0.0041228035","1092","1092","1092","0.0041213613","0.0041213613","0.0041213613"
"7400","1101","1101","1101","0.0040381234","0.0040381234","0.0040381234","1101","1101","1101","0.004719914","0.004719914","0.004719914","1101","1101","1101","0.0043906025","0.0043906025","0.0043906025","1101","1101","1101","0.004195807","0.004195807","0.004195807","1101","1101","1101","0.0043297336","0.0043297336","0.0043297336","1101","1101","1101","0.004262764","0.004262764","0.004262764","1101","1101","1101","0.0042571034","0.0042571034","0.0042571034","1101","1101","1101","0.004138922","0.004138922","0.004138922","1101","1101","1101","0.004136363","0.004136363","0.004136363","1101","1101","1101","0.004125067","0.004125067","0.004125067"
"7450","1111","1111","1111","0.0040486744","0.0040486744","0.0040486744","1111","1111","1111","0.0052292654","0.0052292654","0.0052292654","1111","1111","1111","0.0041805357","0.0041805357","0.0041805357","1111","1111","1111","0.004624372","0.004624372","0.004624372","1111","1111","1111","0.004290706","0.004290706","0.004290706","1111","1111","1111","0.004161067","0.004161067","0.004161067","1111","1111","1111","0.0040888377","0.0040888377","0.0040888377","1111","1111","1111","0.004132266","0.004132266","0.004132266","1111","1111","1111","0.0041058045","0.0041058045","0.0041058045","1111","1111","1111","0.004130032","0.004130032","0.004130032"
"7500","1120","1120","1120","0.0040921234","0.0040921234","0.0040921234","1120","1120","1120","0.0042357123","0.0042357123","0.0042357123","1120","1120","1120","0.0041441265","0.0041441265","0.0041441265","1120","1120","1120","0.004190365","0.004190365","0.004190365","1120","1120","1120","0.004298225","0.004298225","0.004298225","1120","1120","1120","0.004179684","0.004179684","0.004179684","1120","1120","1120","0.00423458","0.00423458","0.00423458","1120","1120","1120","0.0041282047","0.0041282047","0.0041282047","1120","1120","1120","0.0040850276","0.0040850276","0.0040850276","1120","1120","1120","0.004132889","0.004132889","0.004132889"
"7550","1129","1129","1129","0.0040536607","0.0040536607","0.0040536607","1129","1129","1129","0.0041996837","0.0041996837","0.0041996837","1129","1129","1129","0.0041136104","0.0041136104","0.0041136104","1129","1129","1129","0.0041895574","0.0041895574","0.0041895574","1129","1129","1129","0.0041872277","0.0041872277","0.0041872277","1129","1129","1129","0.0041923015","0.0041923015","0.0041923015","1129","1129","1129","0.0040447856","0.0040447856","0.0040447856","1129","1129","1129","0.0041003358","0.0041003358","0.0041003358","1129","1129","1129","0.004096296","0.004096296","0.004096296","1129","1129","1129","0.0041446798","0.0041446798","0.0041446798"
"7600","1138","1138","1138","0.0040455405","0.0040455405","0.0040455405","1138","1138","1138","0.0042123343","0.0042123343","0.0042123343","1138","1138","1138","0.0048909956","0.0048909956","0.0048909956","1138","1138","1138","0.0044577285","0.0044577285","0.0044577285","1138","1138","1138","0.004299941","0.004299941","0.004299941","1138","1138","1138","0.0042131385","0.0042131385","0.0042131385","1138","1138","1138","0.0042141783","0.0042141783","0.0042141783","1138","1138","1138","0.0041045104","0.0041045104","0.0041045104","1138","1138","1138","0.0041461196","0.0041461196","0.0041461196","1138","1138","1138","0.004142481","0.004142481","0.004142481"
"7650","1148","1148","1148","0.004034388","0.004034388","0.004034388","1148","1148","1148","0.004385765","0.004385765","0.004385765","1148","1148","1148","0.0041656136","0.0041656136","0.0041656136","1148","1148","1148","0.004143689","0.004143689","0.004143689","1148","1148","1148","0.0041662953","0.0041662953","0.0041662953","1148","1148","1148","0.0043356633","0.0043356633","0.0043356633","1148","1148","1148","0.0041636033","0.0041636033","0.0041636033","1149","1149","1149","0.004282555","0.004282555","0.004282555","1148","1148","1148","0.004082265","0.004082265","0.004082265","1148","1148","1148","0.004218748","0.004218748","0.004218748"
"7700","1157","1157","1157","0.0040472783","0.0040472783","0.0040472783","1157","1157","1157","0.0041439147","0.0041439147","0.0041439147","1157","1157","1157","0.0041870163","0.0041870163","0.0041870163","1157","1157","1157","0.004182612","0.004182612","0.004182612","1157","1157","1157","0.0042600334","0.0042600334","0.0042600334","1157","1157","1157","0.0042698835","0.0042698835","0.0042698835","1157","1157","1157","0.00432881","0.00432881","0.00432881","1158","1158","1158","0.0040863636","0.0040863636","0.0040863636","1157","1157","1157","0.004060802","0.004060802","0.004060802","1157","1157","1157","0.00429939","0.00429939","0.00429939"
"7750","1166","1166","1166","0.00405513","0.00405513","0.00405513","1166","1166","1166","0.004158041","0.004158041","0.004158041","1166","1166","1166","0.00423349","0.00423349","0.00423349","1166","1166","1166","0.0041621337","0.0041621337","0.0041621337","1166","1166","1166","0.0043073366","0.0043073366","0.0043073366","1166","1166","1166","0.0043112934","0.0043112934","0.0043112934","1166","1166","1166","0.0050458754","0.0050458754","0.0050458754","1167","1167","1167","0.0041650995","0.0041650995","0.0041650995","1166","1166","1166","0.0040497514","0.0040497514","0.0040497514","1166","1166","1166","0.004090275","0.004090275","0.004090275"
"7800","1175","1175","1175","0.0040581767","0.0040581767","0.0040581767","1175","1175","1175","0.004143509","0.004143509","0.004143509","1175","1175","1175","0.0041979775","0.0041979775","0.0041979775","1175","1175","1175","0.005499425","0.005499425","0.005499425","1175","1175","1175","0.0041719084","0.0041719084","0.0041719084","1175","1175","1175","0.0041542915","0.0041542915","0.0041542915","1175","1175","1175","0.004196599","0.004196599","0.004196599","1176","1176","1176","0.004112549","0.004112549","0.004112549","1175","1175","1175","0.0040877527","0.0040877527","0.0040877527","1175","1175","1175","0.004145274","0.004145274","0.004145274"
"7850","1185","1185","1185","0.0040499205","0.0040499205","0.0040499205","1185","1185","1185","0.0043411176","0.0043411176","0.0043411176","1185","1185","1185","0.0041757138","0.0041757138","0.0041757138","1185","1185","1185","0.0041415007","0.0041415007","0.0041415007","1185","1185","1185","0.0043837833","0.0043837833","0.0043837833","1185","1185","1185","0.004161677","0.004161677","0.004161677","1186","1186","1186","0.0042025647","0.0042025647","0.0042025647","1186","1186","1186","0.004264643","0.004264643","0.004264643","1185","1185","1185","0.0040636165","0.0040636165","0.0040636165","1185","1185","1185","0.0041240593","0.0041240593","0.0041240593"
"7900","1194","1194","1194","0.0040663504","0.0040663504","0.0040663504","1194","1194","1194","0.00413408","0.00413408","0.00413408","1194","1194","1194","0.004185633","0.004185633","0.004185633","1194","1194","1194","0.0041538626","0.0041538626","0.0041538626","1194","1194","1194","0.0042464403","0.0042464403","0.0042464403","1194","1194","1194","0.004106807","0.004106807","0.004106807","1195","1195","1195","0.004150204","0.004150204","0.004150204","1195","1195","1195","0.0046077473","0.0046077473","0.0046077473","1194","1194","1194","0.0040665516","0.0040665516","0.0040665516","1194","1194","1194","0.0041511543","0.0041511543","0.0041511543"
"7950","1203","1203","1203","0.0041247034","0.0041247034","0.0041247034","1203","1203","1203","0.004133673","0.004133673","0.004133673","1203","1203","1203","0.0054805493","0.0054805493","0.0054805493","1203","1203","1203","0.0047656163","0.0047656163","0.0047656163","1203","1203","1203","0.0057201753","0.0057201753","0.0057201753","1203","1203","1203","0.0041711703","0.0041711703","0.0041711703","1204","1204","1204","0.0041576773","0.0041576773","0.0041576773","1204","1204","1204","0.0041315164","0.0041315164","0.0041315164","1203","1203","1203","0.0040784683","0.0040784683","0.0040784683","1203","1203","1203","0.0041879425","0.0041879425","0.0041879425"
"8000","1212","1212","1212","0.004096509","0.004096509","0.004096509","1212","1212","1212","0.0041632224","0.0041632224","0.0041632224","1212","1212","1212","0.004227674","0.004227674","0.004227674","1212","1212","1212","0.0049004676","0.0049004676","0.0049004676","1212","1212","1212","0.0054819966","0.0054819966","0.0054819966","1212","1212","1212","0.0040926016","0.0040926016","0.0040926016","1213","1213","1213","0.0041941963","0.0041941963","0.0041941963","1213","1213","1213","0.0041652764","0.0041652764","0.0041652764","1212","1212","1212","0.0041728425","0.0041728425","0.0041728425","1212","1212","1212","0.0040719067","0.0040719067","0.0040719067"
"8001","1221","1221","1221","0.0041110585","0.0041110585","0.0041110585","1221","1221","1221","0.004173546","0.004173546","0.004173546","1221","1221","1221","0.004417306","0.004417306","0.004417306","1221","1221","1221","0.0048986976","0.0048986976","0.0048986976","1221","1221","1221","0.0054493686","0.0054493686","0.0054493686","1221","1221","1221","0.0041381307","0.0041381307","0.0041381307","1221","1221","1221","0.0042289156","0.0042289156","0.0042289156","1221","1221","1221","0.004182823","0.004182823","0.004182823","1221","1221","1221","0.00420116","0.00420116","0.00420116","1221","1221","1221","0.0041062306","0.0041062306","0.0041062306"
"8050","1230","1230","1230","0.003995837","0.003995837","0.003995837","1230","1230","1230","0.0041210665","0.0041210665","0.0041210665","1230","1230","1230","0.00417939","0.00417939","0.00417939","1230","1230","1230","0.00416433","0.00416433","0.00416433","1230","1230","1230","0.0051808394","0.0051808394","0.0051808394","1230","1230","1230","0.0041579544","0.0041579544","0.0041579544","1230","1230","1230","0.0040853843","0.0040853843","0.0040853843","1230","1230","1230","0.004123057","0.004123057","0.004123057","1230","1230","1230","0.004653138","0.004653138","0.004653138","1230","1230","1230","0.0041315295","0.0041315295","0.0041315295"
"8100","1239","1239","1239","0.0039949436","0.0039949436","0.0039949436","1239","1239","1239","0.0041116844","0.0041116844","0.0041116844","1239","1239","1239","0.0042579523","0.0042579523","0.0042579523","1239","1239","1239","0.0041679167","0.0041679167","0.0041679167","1239","1239","1239","0.004173952","0.004173952","0.004173952","1239","1239","1239","0.0049086297","0.0049086297","0.0049086297","1239","1239","1239","0.0041833064","0.0041833064","0.0041833064","1239","1239","1239","0.004139792","0.004139792","0.004139792","1239","1239","1239","0.0041769696","0.0041769696","0.0041769696","1239","1239","1239","0.0041586524","0.0041586524","0.0041586524"
