"global_step","MountainCarContinuous-v0_mpc_s4_1754939755 - _step","MountainCarContinuous-v0_mpc_s4_1754939755 - _step__MIN","MountainCarContinuous-v0_mpc_s4_1754939755 - _step__MAX","MountainCarContinuous-v0_mpc_s4_1754939755 - model/rollout_MSE@10","MountainCarContinuous-v0_mpc_s4_1754939755 - model/rollout_MSE@10__MIN","MountainCarContinuous-v0_mpc_s4_1754939755 - model/rollout_MSE@10__MAX","MountainCarContinuous-v0_mpc_s9_1754939128 - _step","MountainCarContinuous-v0_mpc_s9_1754939128 - _step__MIN","MountainCarContinuous-v0_mpc_s9_1754939128 - _step__MAX","MountainCarContinuous-v0_mpc_s9_1754939128 - model/rollout_MSE@10","MountainCarContinuous-v0_mpc_s9_1754939128 - model/rollout_MSE@10__MIN","MountainCarContinuous-v0_mpc_s9_1754939128 - model/rollout_MSE@10__MAX","MountainCarContinuous-v0_mpc_s8_1754938677 - _step","MountainCarContinuous-v0_mpc_s8_1754938677 - _step__MIN","MountainCarContinuous-v0_mpc_s8_1754938677 - _step__MAX","MountainCarContinuous-v0_mpc_s8_1754938677 - model/rollout_MSE@10","MountainCarContinuous-v0_mpc_s8_1754938677 - model/rollout_MSE@10__MIN","MountainCarContinuous-v0_mpc_s8_1754938677 - model/rollout_MSE@10__MAX","MountainCarContinuous-v0_mpc_s7_1754938137 - _step","MountainCarContinuous-v0_mpc_s7_1754938137 - _step__MIN","MountainCarContinuous-v0_mpc_s7_1754938137 - _step__MAX","MountainCarContinuous-v0_mpc_s7_1754938137 - model/rollout_MSE@10","MountainCarContinuous-v0_mpc_s7_1754938137 - model/rollout_MSE@10__MIN","MountainCarContinuous-v0_mpc_s7_1754938137 - model/rollout_MSE@10__MAX","MountainCarContinuous-v0_mpc_s6_1754937590 - _step","MountainCarContinuous-v0_mpc_s6_1754937590 - _step__MIN","MountainCarContinuous-v0_mpc_s6_1754937590 - _step__MAX","MountainCarContinuous-v0_mpc_s6_1754937590 - model/rollout_MSE@10","MountainCarContinuous-v0_mpc_s6_1754937590 - model/rollout_MSE@10__MIN","MountainCarContinuous-v0_mpc_s6_1754937590 - model/rollout_MSE@10__MAX","MountainCarContinuous-v0_mpc_s5_1754937070 - _step","MountainCarContinuous-v0_mpc_s5_1754937070 - _step__MIN","MountainCarContinuous-v0_mpc_s5_1754937070 - _step__MAX","MountainCarContinuous-v0_mpc_s5_1754937070 - model/rollout_MSE@10","MountainCarContinuous-v0_mpc_s5_1754937070 - model/rollout_MSE@10__MIN","MountainCarContinuous-v0_mpc_s5_1754937070 - model/rollout_MSE@10__MAX","MountainCarContinuous-v0_mpc_s3_1754933676 - _step","MountainCarContinuous-v0_mpc_s3_1754933676 - _step__MIN","MountainCarContinuous-v0_mpc_s3_1754933676 - _step__MAX","MountainCarContinuous-v0_mpc_s3_1754933676 - model/rollout_MSE@10","MountainCarContinuous-v0_mpc_s3_1754933676 - model/rollout_MSE@10__MIN","MountainCarContinuous-v0_mpc_s3_1754933676 - model/rollout_MSE@10__MAX","MountainCarContinuous-v0_mpc_s2_1754933238 - _step","MountainCarContinuous-v0_mpc_s2_1754933238 - _step__MIN","MountainCarContinuous-v0_mpc_s2_1754933238 - _step__MAX","MountainCarContinuous-v0_mpc_s2_1754933238 - model/rollout_MSE@10","MountainCarContinuous-v0_mpc_s2_1754933238 - model/rollout_MSE@10__MIN","MountainCarContinuous-v0_mpc_s2_1754933238 - model/rollout_MSE@10__MAX","MountainCarContinuous-v0_mpc_s1_1754932711 - _step","MountainCarContinuous-v0_mpc_s1_1754932711 - _step__MIN","MountainCarContinuous-v0_mpc_s1_1754932711 - _step__MAX","MountainCarContinuous-v0_mpc_s1_1754932711 - model/rollout_MSE@10","MountainCarContinuous-v0_mpc_s1_1754932711 - model/rollout_MSE@10__MIN","MountainCarContinuous-v0_mpc_s1_1754932711 - model/rollout_MSE@10__MAX","MountainCarContinuous-v0_mpc_s0_1754932117 - _step","MountainCarContinuous-v0_mpc_s0_1754932117 - _step__MIN","MountainCarContinuous-v0_mpc_s0_1754932117 - _step__MAX","MountainCarContinuous-v0_mpc_s0_1754932117 - model/rollout_MSE@10","MountainCarContinuous-v0_mpc_s0_1754932117 - model/rollout_MSE@10__MIN","MountainCarContinuous-v0_mpc_s0_1754932117 - model/rollout_MSE@10__MAX"
"6850","987","987","987","0.006034352","0.006034352","0.006034352","987","987","987","0.0024994903","0.0024994903","0.0024994903","987","987","987","0.0041816966","0.0041816966","0.0041816966","987","987","987","0.019337565","0.019337565","0.019337565","987","987","987","0.008031842","0.008031842","0.008031842","987","987","987","0.11874559","0.11874559","0.11874559","987","987","987","0.0094671445","0.0094671445","0.0094671445","987","987","987","0.0011182728","0.0011182728","0.0011182728","987","987","987","0.009066889","0.009066889","0.009066889","988","988","988","0.104329795","0.104329795","0.104329795"
"6900","996","996","996","0.008114115","0.008114115","0.008114115","996","996","996","0.021663196","0.021663196","0.021663196","996","996","996","0.006387317","0.006387317","0.006387317","996","996","996","0.0195929","0.0195929","0.0195929","996","996","996","0.0050913366","0.0050913366","0.0050913366","996","996","996","0.0044782236","0.0044782236","0.0044782236","996","996","996","0.0013333762","0.0013333762","0.0013333762","996","996","996","0.54926866","0.54926866","0.54926866","996","996","996","0.002515161","0.002515161","0.002515161","997","997","997","0.0024124","0.0024124","0.0024124"
"6950","1005","1005","1005","0.009519095","0.009519095","0.009519095","1005","1005","1005","0.0012412934","0.0012412934","0.0012412934","1005","1005","1005","0.039258033","0.039258033","0.039258033","1005","1005","1005","0.039664593","0.039664593","0.039664593","1005","1005","1005","0.00092754245","0.00092754245","0.00092754245","1006","1006","1006","0.0072422996","0.0072422996","0.0072422996","1005","1005","1005","0.005856511","0.005856511","0.005856511","1005","1005","1005","0.006206424","0.006206424","0.006206424","1005","1005","1005","0.011747528","0.011747528","0.011747528","1006","1006","1006","0.059750516","0.059750516","0.059750516"
"7000","1014","1014","1014","0.010895916","0.010895916","0.010895916","1014","1014","1014","0.009511361","0.009511361","0.009511361","1014","1014","1014","0.004206401","0.004206401","0.004206401","1014","1014","1014","0.011053502","0.011053502","0.011053502","1014","1014","1014","0.00083924166","0.00083924166","0.00083924166","1015","1015","1015","0.0070291627","0.0070291627","0.0070291627","1014","1014","1014","0.0011771747","0.0011771747","0.0011771747","1014","1014","1014","0.093245454","0.093245454","0.093245454","1014","1014","1014","0.0011199893","0.0011199893","0.0011199893","1015","1015","1015","0.0065989653","0.0065989653","0.0065989653"
"7050","1032","1032","1032","0.019348146","0.019348146","0.019348146","1032","1032","1032","0.013532378","0.013532378","0.013532378","1032","1032","1032","0.020985363","0.020985363","0.020985363","1032","1032","1032","0.010213883","0.010213883","0.010213883","1032","1032","1032","0.0038035014","0.0038035014","0.0038035014","1032","1032","1032","0.005545646","0.005545646","0.005545646","1032","1032","1032","0.008827078","0.008827078","0.008827078","1032","1032","1032","0.0066516297","0.0066516297","0.0066516297","1032","1032","1032","0.007510201","0.007510201","0.007510201","1032","1032","1032","0.105584584","0.105584584","0.105584584"
"7100","1041","1041","1041","0.011326828","0.011326828","0.011326828","1041","1041","1041","0.0032850334","0.0032850334","0.0032850334","1041","1041","1041","0.015142747","0.015142747","0.015142747","1041","1041","1041","0.032531466","0.032531466","0.032531466","1041","1041","1041","0.01165556","0.01165556","0.01165556","1041","1041","1041","0.11958506","0.11958506","0.11958506","1041","1041","1041","0.029445337","0.029445337","0.029445337","1041","1041","1041","0.003060999","0.003060999","0.003060999","1041","1041","1041","0.007166449","0.007166449","0.007166449","1041","1041","1041","0.004193629","0.004193629","0.004193629"
"7150","1050","1050","1050","0.007363034","0.007363034","0.007363034","1050","1050","1050","0.01678359","0.01678359","0.01678359","1050","1050","1050","0.008482944","0.008482944","0.008482944","1050","1050","1050","0.011361911","0.011361911","0.011361911","1050","1050","1050","0.00006885852","0.00006885852","0.00006885852","1050","1050","1050","0.008656152","0.008656152","0.008656152","1050","1050","1050","0.010312755","0.010312755","0.010312755","1050","1050","1050","0.002157141","0.002157141","0.002157141","1050","1050","1050","0.0031367845","0.0031367845","0.0031367845","1050","1050","1050","0.022084765","0.022084765","0.022084765"
"7200","1059","1059","1059","0.026994497","0.026994497","0.026994497","1059","1059","1059","0.003873225","0.003873225","0.003873225","1059","1059","1059","0.038579226","0.038579226","0.038579226","1059","1059","1059","0.02723355","0.02723355","0.02723355","1059","1059","1059","0.0005500661","0.0005500661","0.0005500661","1059","1059","1059","0.028005684","0.028005684","0.028005684","1059","1059","1059","0.04043527","0.04043527","0.04043527","1059","1059","1059","0.0007856675","0.0007856675","0.0007856675","1059","1059","1059","0.0043468038","0.0043468038","0.0043468038","1059","1059","1059","0.014936287","0.014936287","0.014936287"
"7250","1069","1069","1069","0.01948042","0.01948042","0.01948042","1069","1069","1069","0.006996864","0.006996864","0.006996864","1069","1069","1069","0.009177122","0.009177122","0.009177122","1069","1069","1069","0.021149907","0.021149907","0.021149907","1069","1069","1069","0.0055278125","0.0055278125","0.0055278125","1069","1069","1069","0.00823536","0.00823536","0.00823536","1069","1069","1069","0.0047124634","0.0047124634","0.0047124634","1069","1069","1069","0.07207271","0.07207271","0.07207271","1069","1069","1069","0.002605257","0.002605257","0.002605257","1069","1069","1069","0.08065715","0.08065715","0.08065715"
"7300","1078","1078","1078","0.01582456","0.01582456","0.01582456","1078","1078","1078","0.007110388","0.007110388","0.007110388","1078","1078","1078","0.007422505","0.007422505","0.007422505","1078","1078","1078","0.005334297","0.005334297","0.005334297","1078","1078","1078","0.011254426","0.011254426","0.011254426","1078","1078","1078","0.009459466","0.009459466","0.009459466","1078","1078","1078","0.019132918","0.019132918","0.019132918","1078","1078","1078","0.016867243","0.016867243","0.016867243","1078","1078","1078","0.009779779","0.009779779","0.009779779","1078","1078","1078","0.0058538867","0.0058538867","0.0058538867"
"7350","1087","1087","1087","0.020401001","0.020401001","0.020401001","1087","1087","1087","0.008201654","0.008201654","0.008201654","1087","1087","1087","0.014848294","0.014848294","0.014848294","1087","1087","1087","0.027557908","0.027557908","0.027557908","1087","1087","1087","0.041169588","0.041169588","0.041169588","1087","1087","1087","0.116157435","0.116157435","0.116157435","1087","1087","1087","0.023564834","0.023564834","0.023564834","1087","1087","1087","0.0030140267","0.0030140267","0.0030140267","1087","1087","1087","0.003692213","0.003692213","0.003692213","1087","1087","1087","0.04923407","0.04923407","0.04923407"
"7400","1096","1096","1096","0.023251036","0.023251036","0.023251036","1096","1096","1096","0.004246436","0.004246436","0.004246436","1096","1096","1096","0.014848655","0.014848655","0.014848655","1096","1096","1096","0.03729005","0.03729005","0.03729005","1096","1096","1096","0.008741164","0.008741164","0.008741164","1096","1096","1096","0.0061002355","0.0061002355","0.0061002355","1096","1096","1096","0.046919044","0.046919044","0.046919044","1096","1096","1096","0.01886386","0.01886386","0.01886386","1096","1096","1096","0.00587355","0.00587355","0.00587355","1096","1096","1096","0.020771233","0.020771233","0.020771233"
"7450","1106","1106","1106","0.007726826","0.007726826","0.007726826","1106","1106","1106","0.0035674465","0.0035674465","0.0035674465","1106","1106","1106","0.010902728","0.010902728","0.010902728","1106","1106","1106","0.0061772144","0.0061772144","0.0061772144","1106","1106","1106","0.005064618","0.005064618","0.005064618","1106","1106","1106","0.01569944","0.01569944","0.01569944","1106","1106","1106","0.021443889","0.021443889","0.021443889","1106","1106","1106","0.009314369","0.009314369","0.009314369","1106","1106","1106","0.004736902","0.004736902","0.004736902","1106","1106","1106","0.028226925","0.028226925","0.028226925"
"7500","1115","1115","1115","0.051325943","0.051325943","0.051325943","1115","1115","1115","0.0034779264","0.0034779264","0.0034779264","1115","1115","1115","0.53520256","0.53520256","0.53520256","1115","1115","1115","0.073116854","0.073116854","0.073116854","1115","1115","1115","0.0033997977","0.0033997977","0.0033997977","1115","1115","1115","0.01704803","0.01704803","0.01704803","1115","1115","1115","0.0047299727","0.0047299727","0.0047299727","1115","1115","1115","0.42362553","0.42362553","0.42362553","1115","1115","1115","0.0025193498","0.0025193498","0.0025193498","1115","1115","1115","0.06737884","0.06737884","0.06737884"
"7550","1124","1124","1124","0.008225258","0.008225258","0.008225258","1124","1124","1124","0.007968919","0.007968919","0.007968919","1124","1124","1124","0.006510944","0.006510944","0.006510944","1124","1124","1124","0.016301846","0.016301846","0.016301846","1124","1124","1124","0.012530818","0.012530818","0.012530818","1124","1124","1124","0.0011910222","0.0011910222","0.0011910222","1124","1124","1124","0.037027884","0.037027884","0.037027884","1124","1124","1124","0.0036124822","0.0036124822","0.0036124822","1124","1124","1124","0.0045092753","0.0045092753","0.0045092753","1124","1124","1124","0.045825727","0.045825727","0.045825727"
"7600","1133","1133","1133","0.015368935","0.015368935","0.015368935","1133","1133","1133","0.007737225","0.007737225","0.007737225","1133","1133","1133","0.009938805","0.009938805","0.009938805","1133","1133","1133","0.04693157","0.04693157","0.04693157","1133","1133","1133","0.01332514","0.01332514","0.01332514","1133","1133","1133","0.008046219","0.008046219","0.008046219","1133","1133","1133","0.034764346","0.034764346","0.034764346","1133","1133","1133","0.039336417","0.039336417","0.039336417","1133","1133","1133","0.01114386","0.01114386","0.01114386","1133","1133","1133","0.021294134","0.021294134","0.021294134"
"7650","1143","1143","1143","0.0073480075","0.0073480075","0.0073480075","1143","1143","1143","0.0016166107","0.0016166107","0.0016166107","1143","1143","1143","0.011286424","0.011286424","0.011286424","1143","1143","1143","0.015921872","0.015921872","0.015921872","1143","1143","1143","0.009230385","0.009230385","0.009230385","1143","1143","1143","0.023160871","0.023160871","0.023160871","1143","1143","1143","0.019869737","0.019869737","0.019869737","1144","1144","1144","0.009846131","0.009846131","0.009846131","1143","1143","1143","0.0016085446","0.0016085446","0.0016085446","1143","1143","1143","0.055900812","0.055900812","0.055900812"
"7700","1152","1152","1152","0.017322915","0.017322915","0.017322915","1152","1152","1152","0.02580582","0.02580582","0.02580582","1152","1152","1152","0.008341839","0.008341839","0.008341839","1152","1152","1152","0.023558887","0.023558887","0.023558887","1152","1152","1152","0.01728259","0.01728259","0.01728259","1152","1152","1152","0.018414102","0.018414102","0.018414102","1152","1152","1152","0.059249952","0.059249952","0.059249952","1153","1153","1153","0.020560363","0.020560363","0.020560363","1152","1152","1152","0.0075789797","0.0075789797","0.0075789797","1152","1152","1152","0.052422654","0.052422654","0.052422654"
"7750","1161","1161","1161","0.013296189","0.013296189","0.013296189","1161","1161","1161","0.0018033449","0.0018033449","0.0018033449","1161","1161","1161","0.024185369","0.024185369","0.024185369","1161","1161","1161","0.027070204","0.027070204","0.027070204","1161","1161","1161","0.0029844977","0.0029844977","0.0029844977","1161","1161","1161","0.020562138","0.020562138","0.020562138","1161","1161","1161","0.004869289","0.004869289","0.004869289","1162","1162","1162","0.022086937","0.022086937","0.022086937","1161","1161","1161","0.0068390374","0.0068390374","0.0068390374","1161","1161","1161","0.11870732","0.11870732","0.11870732"
"7800","1170","1170","1170","0.012429321","0.012429321","0.012429321","1170","1170","1170","0.014444025","0.014444025","0.014444025","1170","1170","1170","0.010188747","0.010188747","0.010188747","1170","1170","1170","0.019920314","0.019920314","0.019920314","1170","1170","1170","0.013143353","0.013143353","0.013143353","1170","1170","1170","0.0264019","0.0264019","0.0264019","1170","1170","1170","0.0433832","0.0433832","0.0433832","1171","1171","1171","0.0009385563","0.0009385563","0.0009385563","1170","1170","1170","0.0058663688","0.0058663688","0.0058663688","1170","1170","1170","0.37444198","0.37444198","0.37444198"
"7850","1180","1180","1180","0.023966603","0.023966603","0.023966603","1180","1180","1180","0.0058507486","0.0058507486","0.0058507486","1180","1180","1180","0.021274671","0.021274671","0.021274671","1180","1180","1180","0.034667045","0.034667045","0.034667045","1180","1180","1180","0.012943688","0.012943688","0.012943688","1180","1180","1180","0.007292363","0.007292363","0.007292363","1181","1181","1181","0.0037106206","0.0037106206","0.0037106206","1181","1181","1181","0.035597928","0.035597928","0.035597928","1180","1180","1180","0.0131710395","0.0131710395","0.0131710395","1180","1180","1180","0.01700703","0.01700703","0.01700703"
"7900","1189","1189","1189","0.018519556","0.018519556","0.018519556","1189","1189","1189","0.0027550603","0.0027550603","0.0027550603","1189","1189","1189","0.022454886","0.022454886","0.022454886","1189","1189","1189","0.028119322","0.028119322","0.028119322","1189","1189","1189","0.0036991","0.0036991","0.0036991","1189","1189","1189","0.00203622","0.00203622","0.00203622","1190","1190","1190","0.020242585","0.020242585","0.020242585","1190","1190","1190","0.0054475307","0.0054475307","0.0054475307","1189","1189","1189","0.0027359454","0.0027359454","0.0027359454","1189","1189","1189","0.011787004","0.011787004","0.011787004"
"7950","1198","1198","1198","0.0067099156","0.0067099156","0.0067099156","1198","1198","1198","0.018718276","0.018718276","0.018718276","1198","1198","1198","0.011409165","0.011409165","0.011409165","1198","1198","1198","0.06442076","0.06442076","0.06442076","1198","1198","1198","0.022540834","0.022540834","0.022540834","1198","1198","1198","0.06632783","0.06632783","0.06632783","1199","1199","1199","0.025434481","0.025434481","0.025434481","1199","1199","1199","0.12658362","0.12658362","0.12658362","1198","1198","1198","0.008536131","0.008536131","0.008536131","1198","1198","1198","0.0044999635","0.0044999635","0.0044999635"
"8000","1207","1207","1207","0.005231276","0.005231276","0.005231276","1207","1207","1207","0.0044777384","0.0044777384","0.0044777384","1207","1207","1207","0.038131513","0.038131513","0.038131513","1207","1207","1207","0.47142202","0.47142202","0.47142202","1207","1207","1207","0.0020736812","0.0020736812","0.0020736812","1207","1207","1207","0.01608714","0.01608714","0.01608714","1208","1208","1208","0.027561672","0.027561672","0.027561672","1208","1208","1208","0.010900354","0.010900354","0.010900354","1207","1207","1207","0.005053985","0.005053985","0.005053985","1207","1207","1207","0.008432474","0.008432474","0.008432474"
"8050","1225","1225","1225","0.010394226","0.010394226","0.010394226","1225","1225","1225","0.0018837559","0.0018837559","0.0018837559","1225","1225","1225","0.022488732","0.022488732","0.022488732","1225","1225","1225","0.030717092","0.030717092","0.030717092","1225","1225","1225","0.019231338","0.019231338","0.019231338","1225","1225","1225","0.03432827","0.03432827","0.03432827","1225","1225","1225","0.0031917465","0.0031917465","0.0031917465","1225","1225","1225","0.03851249","0.03851249","0.03851249","1225","1225","1225","0.020676851","0.020676851","0.020676851","1225","1225","1225","0.004600923","0.004600923","0.004600923"
"8100","1234","1234","1234","0.0034111142","0.0034111142","0.0034111142","1234","1234","1234","0.042033333","0.042033333","0.042033333","1234","1234","1234","0.040405292","0.040405292","0.040405292","1234","1234","1234","0.049186233","0.049186233","0.049186233","1234","1234","1234","0.0036917715","0.0036917715","0.0036917715","1234","1234","1234","0.030035667","0.030035667","0.030035667","1234","1234","1234","0.06492994","0.06492994","0.06492994","1234","1234","1234","0.0060298024","0.0060298024","0.0060298024","1234","1234","1234","0.0013832778","0.0013832778","0.0013832778","1234","1234","1234","0.099228755","0.099228755","0.099228755"
"8150","1243","1243","1243","0.0033544274","0.0033544274","0.0033544274","1243","1243","1243","0.0138521","0.0138521","0.0138521","1243","1243","1243","0.03589573","0.03589573","0.03589573","1243","1243","1243","0.017866045","0.017866045","0.017866045","1243","1243","1243","0.006054938","0.006054938","0.006054938","1243","1243","1243","0.0054904376","0.0054904376","0.0054904376","1243","1243","1243","0.013624588","0.013624588","0.013624588","1243","1243","1243","0.003109305","0.003109305","0.003109305","1243","1243","1243","0.008258165","0.008258165","0.008258165","1243","1243","1243","0.000724255","0.000724255","0.000724255"
"8200","1252","1252","1252","0.023521878","0.023521878","0.023521878","1252","1252","1252","0.053443708","0.053443708","0.053443708","1252","1252","1252","0.028650956","0.028650956","0.028650956","1252","1252","1252","0.019501844","0.019501844","0.019501844","1252","1252","1252","0.0108750025","0.0108750025","0.0108750025","1252","1252","1252","0.032898","0.032898","0.032898","1252","1252","1252","0.02349841","0.02349841","0.02349841","1252","1252","1252","0.06268941","0.06268941","0.06268941","1252","1252","1252","0.0055191247","0.0055191247","0.0055191247","1252","1252","1252","0.03228648","0.03228648","0.03228648"
"8250","1262","1262","1262","0.0035949037","0.0035949037","0.0035949037","1262","1262","1262","0.001885799","0.001885799","0.001885799","1262","1262","1262","0.037633706","0.037633706","0.037633706","1262","1262","1262","0.028940817","0.028940817","0.028940817","1262","1262","1262","0.0017247616","0.0017247616","0.0017247616","1262","1262","1262","0.011696658","0.011696658","0.011696658","1262","1262","1262","0.026115462","0.026115462","0.026115462","1262","1262","1262","0.021168755","0.021168755","0.021168755","1262","1262","1262","0.006966875","0.006966875","0.006966875","1262","1262","1262","0.015860317","0.015860317","0.015860317"
"8300","1271","1271","1271","0.0116037885","0.0116037885","0.0116037885","1271","1271","1271","0.011024227","0.011024227","0.011024227","1271","1271","1271","0.009673264","0.009673264","0.009673264","1271","1271","1271","0.011155462","0.011155462","0.011155462","1271","1271","1271","0.015276914","0.015276914","0.015276914","1271","1271","1271","0.029809983","0.029809983","0.029809983","1271","1271","1271","0.019537538","0.019537538","0.019537538","1271","1271","1271","0.013658287","0.013658287","0.013658287","1271","1271","1271","0.005175683","0.005175683","0.005175683","1271","1271","1271","0.07585962","0.07585962","0.07585962"
"8350","1280","1280","1280","0.018284757","0.018284757","0.018284757","1280","1280","1280","0.07414725","0.07414725","0.07414725","1280","1280","1280","0.015451163","0.015451163","0.015451163","1280","1280","1280","0.0154044945","0.0154044945","0.0154044945","1280","1280","1280","0.012103522","0.012103522","0.012103522","1280","1280","1280","0.0029811147","0.0029811147","0.0029811147","1280","1280","1280","0.017962461","0.017962461","0.017962461","1280","1280","1280","0.0035605668","0.0035605668","0.0035605668","1280","1280","1280","0.0061201737","0.0061201737","0.0061201737","1280","1280","1280","0.008947157","0.008947157","0.008947157"
"8400","1289","1289","1289","0.013133161","0.013133161","0.013133161","1289","1289","1289","0.0037451256","0.0037451256","0.0037451256","1289","1289","1289","0.019928802","0.019928802","0.019928802","1289","1289","1289","0.047757484","0.047757484","0.047757484","1289","1289","1289","0.010004156","0.010004156","0.010004156","1289","1289","1289","0.014245974","0.014245974","0.014245974","1289","1289","1289","0.04966951","0.04966951","0.04966951","1289","1289","1289","0.08276403","0.08276403","0.08276403","1289","1289","1289","0.0039917137","0.0039917137","0.0039917137","1289","1289","1289","0.083518706","0.083518706","0.083518706"
"8450","1299","1299","1299","0.0053055743","0.0053055743","0.0053055743","1299","1299","1299","0.0073810825","0.0073810825","0.0073810825","1299","1299","1299","0.025547711","0.025547711","0.025547711","1299","1299","1299","0.018433291","0.018433291","0.018433291","1299","1299","1299","0.0077373814","0.0077373814","0.0077373814","1299","1299","1299","0.09392818","0.09392818","0.09392818","1299","1299","1299","0.0016517534","0.0016517534","0.0016517534","1299","1299","1299","0.019642493","0.019642493","0.019642493","1299","1299","1299","0.003970491","0.003970491","0.003970491","1299","1299","1299","0.0020251418","0.0020251418","0.0020251418"
"8500","1308","1308","1308","0.09934092","0.09934092","0.09934092","1308","1308","1308","0.058764387","0.058764387","0.058764387","1308","1308","1308","0.093584605","0.093584605","0.093584605","1308","1308","1308","0.16223036","0.16223036","0.16223036","1308","1308","1308","0.0024997906","0.0024997906","0.0024997906","1308","1308","1308","0.006824972","0.006824972","0.006824972","1308","1308","1308","0.05756836","0.05756836","0.05756836","1308","1308","1308","0.22276102","0.22276102","0.22276102","1308","1308","1308","0.026521008","0.026521008","0.026521008","1308","1308","1308","0.09984704","0.09984704","0.09984704"
"8550","1317","1317","1317","0.011116052","0.011116052","0.011116052","1317","1317","1317","0.0035934704","0.0035934704","0.0035934704","1317","1317","1317","0.018944677","0.018944677","0.018944677","1317","1317","1317","0.02172673","0.02172673","0.02172673","1317","1317","1317","0.010405425","0.010405425","0.010405425","1317","1317","1317","0.004328563","0.004328563","0.004328563","1317","1317","1317","0.03695782","0.03695782","0.03695782","1317","1317","1317","0.010383463","0.010383463","0.010383463","1317","1317","1317","0.0012298627","0.0012298627","0.0012298627","1317","1317","1317","0.048942346","0.048942346","0.048942346"
"8600","1326","1326","1326","0.004862869","0.004862869","0.004862869","1326","1326","1326","0.008720565","0.008720565","0.008720565","1326","1326","1326","0.007824898","0.007824898","0.007824898","1326","1326","1326","0.03816603","0.03816603","0.03816603","1326","1326","1326","0.012661108","0.012661108","0.012661108","1326","1326","1326","0.005160566","0.005160566","0.005160566","1326","1326","1326","0.006548685","0.006548685","0.006548685","1326","1326","1326","0.030687619","0.030687619","0.030687619","1326","1326","1326","0.011452547","0.011452547","0.011452547","1326","1326","1326","0.021374995","0.021374995","0.021374995"
"8650","1336","1336","1336","0.0077957585","0.0077957585","0.0077957585","1336","1336","1336","0.004770487","0.004770487","0.004770487","1336","1336","1336","0.0284854","0.0284854","0.0284854","1336","1336","1336","0.038594406","0.038594406","0.038594406","1336","1336","1336","0.03417058","0.03417058","0.03417058","1336","1336","1336","0.002928294","0.002928294","0.002928294","1336","1336","1336","0.018046781","0.018046781","0.018046781","1336","1336","1336","0.0049986793","0.0049986793","0.0049986793","1336","1336","1336","0.006765907","0.006765907","0.006765907","1336","1336","1336","0.041065283","0.041065283","0.041065283"
"8700","1345","1345","1345","0.029203292","0.029203292","0.029203292","1345","1345","1345","0.0015682356","0.0015682356","0.0015682356","1345","1345","1345","0.023186943","0.023186943","0.023186943","1345","1345","1345","0.03817605","0.03817605","0.03817605","1345","1345","1345","0.0028636456","0.0028636456","0.0028636456","1345","1345","1345","0.002407917","0.002407917","0.002407917","1345","1345","1345","0.01653331","0.01653331","0.01653331","1345","1345","1345","0.028252421","0.028252421","0.028252421","1345","1345","1345","0.0018189454","0.0018189454","0.0018189454","1345","1345","1345","0.051596377","0.051596377","0.051596377"
"8750","1354","1354","1354","0.00410731","0.00410731","0.00410731","1354","1354","1354","0.029731696","0.029731696","0.029731696","1354","1354","1354","0.029336726","0.029336726","0.029336726","1354","1354","1354","0.031664927","0.031664927","0.031664927","1354","1354","1354","0.029327665","0.029327665","0.029327665","1354","1354","1354","0.006313198","0.006313198","0.006313198","1354","1354","1354","0.020831836","0.020831836","0.020831836","1354","1354","1354","0.0023522824","0.0023522824","0.0023522824","1354","1354","1354","0.026549766","0.026549766","0.026549766","1354","1354","1354","0.0066728173","0.0066728173","0.0066728173"
"8800","1363","1363","1363","0.018703256","0.018703256","0.018703256","1363","1363","1363","0.002930359","0.002930359","0.002930359","1363","1363","1363","0.03465239","0.03465239","0.03465239","1363","1363","1363","0.02539921","0.02539921","0.02539921","1363","1363","1363","0.0038902324","0.0038902324","0.0038902324","1363","1363","1363","0.0055211983","0.0055211983","0.0055211983","1363","1363","1363","0.011639232","0.011639232","0.011639232","1363","1363","1363","0.11364893","0.11364893","0.11364893","1363","1363","1363","0.0021361345","0.0021361345","0.0021361345","1363","1363","1363","0.020677159","0.020677159","0.020677159"
"8850","1373","1373","1373","0.004514756","0.004514756","0.004514756","1373","1373","1373","0.0021817693","0.0021817693","0.0021817693","1373","1373","1373","0.022294123","0.022294123","0.022294123","1373","1373","1373","0.021203417","0.021203417","0.021203417","1373","1373","1373","0.0067593907","0.0067593907","0.0067593907","1373","1373","1373","0.056938644","0.056938644","0.056938644","1373","1373","1373","0.01865397","0.01865397","0.01865397","1373","1373","1373","0.02262371","0.02262371","0.02262371","1373","1373","1373","0.039097633","0.039097633","0.039097633","1373","1373","1373","0.069135875","0.069135875","0.069135875"
"8900","1382","1382","1382","0.025082003","0.025082003","0.025082003","1382","1382","1382","0.030349664","0.030349664","0.030349664","1382","1382","1382","0.027542427","0.027542427","0.027542427","1382","1382","1382","0.036021452","0.036021452","0.036021452","1382","1382","1382","0.02446141","0.02446141","0.02446141","1383","1383","1383","0.004576344","0.004576344","0.004576344","1382","1382","1382","0.015977653","0.015977653","0.015977653","1382","1382","1382","0.009105613","0.009105613","0.009105613","1382","1382","1382","0.000783171","0.000783171","0.000783171","1382","1382","1382","0.026395325","0.026395325","0.026395325"
